Slot;LoadPort;DischPort;ContId;Overstow;OverstowPOD;PotentialRestow;PotentialRestowPOD;PotentialRestowImpact;NonReeferAtReefer
100472;CNNGB;SGSIN;FFAU4995945;;;;;;X
100872;CNNGB;SGSIN;TXGU7420301;;;;;;X
100976;CNNGB;SGSIN;TCKU4370093;;;;;;X
101272;CNNGB;SGSIN;CMAU7645500;;;;;;X
101176;CNNGB;SGSIN;BMOU5654855;;;;;;X
100672;CNNGB;SGSIN;SEKU4520766;;;;;;X
100674;CNNGB;SGSIN;TCKU7904422;;;;;;X
100972;CNNGB;SGSIN;TCNU3456366;;;;;;X
101072;CNNGB;SGSIN;FFAU4501488;;;;;;X
100974;CNNGB;SGSIN;CMAU4202067;;;;;;X
100874;CNNGB;SGSIN;FCIU8236250;;;;;;X
101172;CNNGB;SGSIN;TGBU5832884;;;;;;X
100876;CNNGB;SGSIN;SEGU4107824;;;;;;X
101074;CNNGB;SGSIN;BEAU4147173;;;;;;X
310384;CNYTN;FRLEH;CMAU0625055;X;PLGDN;;;;
140076;CNYTN;PLGDN;ECMU4903223;;;;;;X
901880;CNSHA;MAPTM;DRYU4507465;X;SGSIN;;;;
660976;CNYTN;NLRTM;SEGU4065740;;;;;;X
581174;CNYTN;DEHAM;ECMU4921422;;;;;;X
540584;CNYTN;FRLEH;ECMU4923699;X;PLGDN;;;;
661874;CNYTN;NLRTM;CMAU4453709;;;;;;X
141274;CNYTN;MAPTM;APHU6740470;X;DEHAM;;;;X
141372;CNYTN;MAPTM;TLLU4357538;;;;;;X
070782;CNYTN;FRLEH;TLLU2800170;X;DEHAM;;;;
740284;CNYTN;PLGDN;ECMU4925135;X;SGSIN;;;;
220776;CNYTN;DEHAM;CMAU4624186;;;;;;X
150376;CNYTN;PLGDN;TEMU3392831;;;;;;X
070376;CNYTN;FRLEH;CMAU1951441;X;DEHAM;;;;
901680;CNYTN;MAPTM;ECMU8040901;X;SGSIN;;;;
220272;CNYTN;DEHAM;APZU4772275;;;;;;X
310182;CNYTN;MAPTM;CMAU3174736;X;PLGDN;;;;
141874;CNYTN;MAPTM;APHU7170746;;;;;;X
171080;CNYTN;FRLEH;TEMU1119068;X;DEHAM;;;;
820180;CNYTN;FRLEH;ECMU8046670;X;SGSIN;;;;
830072;CNYTN;SGSIN;HWLU2007799;;;;;;X
580178;CNYTN;MAPTM;ECMU8167692;X;SGSIN;;;;
220174;CNYTN;DEHAM;CMAU8311045;;;;;;X
150374;CNYTN;PLGDN;SLEU2322825;;;;;;X
581674;CNSHA;SGSIN;CMAU9739341;;;;;;X
101872;PLGDN;SGSIN;TRHU6412998;;;;;;X
130584;CNNGB;FRLEH;SLEU2312719;X;PLGDN;;;;
101874;PLGDN;SGSIN;SEKU6275185;;;;;;X
341780;CNNGB;FRLEH;TCNU2424641;X;DEHAM;;;;
111472;CNSHA;MAPTM;CGMU3006108;X;DEHAM;;;;
581672;DEHAM;SGSIN;TRHU7077451;;;;;;X
581676;CNSHA;SGSIN;BMOU5265658;;;;;;X
581476;CNSHA;SGSIN;GESU6571824;;;;;;X
830074;CNYTN;SGSIN;HWLU2007844;;;;;;X
420974;PLGDN;SGSIN;TCLU6706991;;;;;;X
780072;CNNGB;FRLEH;TLLU8878690;;;;;;X
421376;CNNGB;SGSIN;TLLU4784571;;;;;;X
070080;CNNGB;FRLEH;LYGU3159030;X;DEHAM;;;;
020680;CNYTN;FRLEH;APHU7071300;X;SGSIN;;;;
421676;CNYTN;FRLEH;CMAU8739096;X;SGSIN;;;;X
141872;CNYTN;MAPTM;CMAU5088658;;;;;;X
020880;CNYTN;FRLEH;GAOU6052316;X;SGSIN;;;;
580578;CNYTN;MAPTM;ECMU8111306;X;SGSIN;;;;
341782;CNYTN;FRLEH;TCLU1723213;X;DEHAM;;;;
100474;CNYTN;SGSIN;UETU4010971;;;;;;X
050080;CNYTN;PLGDN;CERU5002831;X;DEHAM;X;DEHAM;4;
581678;CNYTN;MAPTM;ECMU8116144;X;SGSIN;;;;
580180;CNYTN;MAPTM;TCKU9988401;X;SGSIN;;;;
661474;CNYTN;NLRTM;CAAU6225282;;;;;;X
130682;CNYTN;FRLEH;CMAU0708761;X;NLRTM;;;;
900882;CNYTN;MAPTM;ECMU8005773;X;PLGDN;;;;
661672;CNYTN;NLRTM;GAOU6807855;;;;;;X
580372;CNYTN;SGSIN;CMAU6546565;;;;;;X
580378;CNYTN;MAPTM;CAIU5808272;X;SGSIN;;;;
130784;CNYTN;FRLEH;APZU3432990;X;PLGDN;;;;
540774;CNYTN;FRLEH;TCNU2995419;X;PLGDN;;;;X
621984;CNYTN;FRLEH;CMAU5761990;X;DEHAM;;;;
580072;CNYTN;SGSIN;GESU6168300;;;;;;X
130786;CNYTN;FRLEH;TCLU3864416;X;PLGDN;;;;
020574;CNYTN;FRLEH;SELU4126512;X;SGSIN;;;;
290174;CNYTN;MAPTM;TGHU1169841;X;PLGDN;;;;
220572;CNYTN;DEHAM;TCKU4528635;;;;;;X
220576;CNYTN;DEHAM;GESU6640150;;;;;;X
740684;CNYTN;PLGDN;TGHU9492911;X;SGSIN;;;;
220374;CNYTN;DEHAM;CMAU9073023;;;;;;X
050082;CNYTN;PLGDN;CERU5002913;X;DEHAM;X;DEHAM;2;
140084;CNYTN;FRLEH;TCNU6400015;X;PLGDN;;;;
150486;CNYTN;FRLEH;CAIU6126071;X;DEHAM;;;;
901672;CNYTN;PLGDN;SEGU9397201;X;DEHAM;;;;
500576;CNYTN;NLRTM;CGMU9322124;X;SGSIN;;;;
820174;CNYTN;NLRTM;TLLU8343260;X;SGSIN;;;;X
070374;CNYTN;FRLEH;SGRU2127053;X;DEHAM;;;;X
661374;CNYTN;NLRTM;GLDU9973910;;;;;;X
661472;CNYTN;NLRTM;CMAU5814621;;;;;;X
661278;CNYTN;FRLEH;ECMU4926419;X;NLRTM;;;;
341576;CNYTN;DEHAM;ECMU4915733;;;;;;X
500574;CNYTN;NLRTM;CGMU5027434;X;SGSIN;;;;
020374;CNYTN;FRLEH;CMAU6943881;X;SGSIN;;;;
171086;CNYTN;FRLEH;TRHU2959293;X;DEHAM;;;;
621386;CNYTN;FRLEH;SEKU5933260;X;DEHAM;;;;
220074;CNYTN;DEHAM;CMAU8394292;;;;;;X
421182;CNYTN;MAPTM;ECMU8077773;X;SGSIN;;;;
421080;CNYTN;MAPTM;ECMU8077140;X;SGSIN;;;;
421674;CNYTN;FRLEH;CMAU6980838;X;SGSIN;;;;X
070384;CNYTN;FRLEH;TEMU5332322;X;DEHAM;;;;
310176;CNYTN;MAPTM;FCIU4161852;X;PLGDN;;;;X
460576;CNYTN;DEHAM;ECMU4921910;;;;;;X
220274;CNYTN;DEHAM;CMAU8297841;;;;;;X
050784;CNYTN;FRLEH;CMAU0304939;X;DEHAM;;;;
141276;CNYTN;MAPTM;ECMU4925855;X;DEHAM;;;;X
141672;CNYTN;MAPTM;TLLU4667071;X;DEHAM;;;;X
741784;CNYTN;DEHAM;FFAU1547320;X;SGSIN;;;;
141476;CNYTN;MAPTM;CAAU6198680;;;;;;X
050782;CNYTN;FRLEH;TEMU1016162;X;DEHAM;;;;
420284;CNYTN;MAPTM;ECMU8069274;X;PLGDN;;;;
460076;CNYTN;DEHAM;OPDU4102497;;;;;;X
310180;CNYTN;MAPTM;SGCU2208901;X;PLGDN;;;;
220172;CNYTN;DEHAM;APZU4677010;;;;;;X
341872;CNYTN;DEHAM;FFAU4903240;;;;;;X
581376;CNYTN;DEHAM;ECMU4925095;;;;;;X
740584;CNYTN;PLGDN;FFAU4213780;X;SGSIN;;;;
341982;CNYTN;FRLEH;TCLU6454544;X;DEHAM;;;;
901582;CNYTN;MAPTM;ECMU8047085;X;DEHAM;;;;
341574;CNYTN;DEHAM;BSIU8180837;;;;;;X
661174;CNYTN;NLRTM;TLLU8343229;;;;;;X
661772;CNYTN;NLRTM;CBHU8460597;;;;;;X
070372;CNYTN;FRLEH;CXDU1072578;X;DEHAM;;;;X
581878;CNYTN;MAPTM;ECMU8087621;X;SGSIN;;;;
290084;CNYTN;FRLEH;APZU2110053;X;DEHAM;;;;
540174;CNYTN;FRLEH;ECMU4916560;;;;;;X
460376;CNYTN;DEHAM;TCNU7285169;;;;;;X
620186;CNYTN;FRLEH;GESU6849094;X;DEHAM;;;;
620286;CNYTN;FRLEH;TCNU1236779;X;DEHAM;;;;
460276;CNYTN;DEHAM;JTMU6004219;;;;;;X
901276;CNYTN;PLGDN;TEMU9211838;X;DEHAM;;;;
580572;CNYTN;SGSIN;GESU6137438;;;;;;X
901182;CNYTN;MAPTM;DRYU4544432;X;DEHAM;;;;
341184;CNYTN;FRLEH;SEGU5156628;X;DEHAM;;;;
420972;CNYTN;SGSIN;SEKU5683618;;;;;;X
300776;CNYTN;MAPTM;SEKU4522326;;;;;;X
141576;CNYTN;MAPTM;TRHU7090746;;;;;;X
661872;CNYTN;NLRTM;FCIU9094130;;;;;;X
421172;CNYTN;SGSIN;TLLU4431506;;;;;;X
460476;CNYTN;DEHAM;GAOU6966435;;;;;;X
290176;CNYTN;MAPTM;BMOU2191192;X;PLGDN;;;;
420684;CNYTN;MAPTM;TEMU8005128;X;PLGDN;;;;
901674;CNYTN;PLGDN;TTNU8876220;X;DEHAM;;;;
820378;CNYTN;NLRTM;GAOU6974662;X;SGSIN;;;;
542076;CNYTN;FRLEH;CAIU9126199;X;MAPTM;;;;
290382;CNYTN;FRLEH;GLDU5402240;X;PLGDN;;;;
820776;CNYTN;NLRTM;TCNU6132632;X;SGSIN;;;;X
901480;CNYTN;MAPTM;ECMU8150827;X;SGSIN;;;;
661674;CNYTN;NLRTM;TLLU7780760;;;;;;X
820178;CNYTN;NLRTM;CMAU4914349;X;SGSIN;;;;
100880;CNYTN;DEHAM;ECMU8117367;X;SGSIN;;;;
860876;CNYTN;FRLEH;CMAU6418815;;;;;;X
300572;CNYTN;MAPTM;GAOU6032238;;;;;;X
290374;CNYTN;MAPTM;FCIU4662010;X;PLGDN;;;;
420884;CNYTN;MAPTM;DRYU4508672;X;PLGDN;;;;
661372;CNYTN;NLRTM;TCLU9131566;;;;;;X
860274;CNYTN;FRLEH;ECMU4914423;;;;;;X
141772;CNYTN;MAPTM;TCNU3541200;;;;;;X
541184;CNYTN;FRLEH;APHU6723092;X;ESALG;;;;
580080;CNYTN;MAPTM;ECMU8065350;X;SGSIN;;;;
341874;CNYTN;DEHAM;ECMU4925562;;;;;;X
141678;CNYTN;MAPTM;CMAU5925728;X;DEHAM;;;;
540486;CNYTN;FRLEH;TCNU9997922;X;NLRTM;;;;
300574;CNYTN;MAPTM;ECMU4924479;;;;;;X
421280;CNYTN;MAPTM;ECMU8149960;X;SGSIN;;;;
060580;CNYTN;FRLEH;TCLU4406980;X;DEHAM;;;;
290172;CNYTN;MAPTM;TEMU2609162;X;PLGDN;;;;
141278;CNYTN;MAPTM;TLLU4289916;X;DEHAM;;;;
060576;CNYTN;FRLEH;CINU9617755;X;DEHAM;;;;
420484;CNYTN;MAPTM;ECMU8092211;X;PLGDN;;;;
580776;CNYTN;SGSIN;BEAU6126652;;;;;;X
540776;CNYTN;FRLEH;SEKU9070609;X;PLGDN;;;;
070380;CNYTN;FRLEH;XINU1671175;X;DEHAM;;;;
220376;CNYTN;DEHAM;SEGU4986066;;;;;;X
150372;CNYTN;PLGDN;FCIU6341869;;;;;;X
460876;CNYTN;DEHAM;ECMU4917567;;;;;;X
582078;CNYTN;NLRTM;CMAU8392514;X;DEHAM;;;;
661574;CNYTN;NLRTM;TLLU7655069;;;;;;X
421078;CNYTN;FRLEH;ECMU8135550;X;SGSIN;;;;
300772;CNYTN;MAPTM;GAOU6811156;;;;;;X
621286;CNYTN;FRLEH;ECMU4921295;X;DEHAM;;;;
540574;CNYTN;FRLEH;CMAU9283210;X;PLGDN;;;;X
581474;CNSHA;SGSIN;CMAU4528562;;;;;;X
100272;CNSHA;SGSIN;BMOU4256820;;;;;;X
130386;CNYTN;FRLEH;ECMU2066299;X;PLGDN;;;;
141682;CNYTN;MAPTM;ECMU4927858;X;DEHAM;;;;
380284;CNYTN;FRLEH;TCLU8324637;X;MAPTM;;;;
740184;CNYTN;PLGDN;SEKU5817698;X;SGSIN;;;;
020772;CNYTN;FRLEH;SEGU4155463;X;SGSIN;;;;
540372;CNYTN;FRLEH;CMAU9135043;;;;;;X
900782;CNYTN;MAPTM;CAIU5845996;X;SGSIN;;;;
141272;CNYTN;MAPTM;TLLU7565279;X;DEHAM;;;;X
460776;CNYTN;DEHAM;CMAU4676934;;;;;;X
060572;CNYTN;FRLEH;APZU4749491;X;DEHAM;;;;X
300774;CNYTN;MAPTM;SEGU4497722;;;;;;X
420982;CNYTN;DEHAM;TGHU6402880;X;SGSIN;;;;
620886;CNYTN;FRLEH;CMAU5912422;X;DEHAM;;;;
540780;CNYTN;FRLEH;APHU6625542;X;PLGDN;;;;
341384;CNYTN;FRLEH;TCLU6726410;X;DEHAM;;;;
580772;CNYTN;SGSIN;TCLU4621827;;;;;;X
140074;CNYTN;PLGDN;SEKU6026773;;;;;;X
141280;CNYTN;MAPTM;CAIU9377379;X;DEHAM;;;;
141574;CNYTN;MAPTM;CMAU4558926;;;;;;X
901082;CNYTN;NLRTM;TLLU7040932;X;DEHAM;;;;
661676;CNYTN;NLRTM;APHU6694116;;;;;;X
141076;CNYTN;MAPTM;CMAU7895915;;;;;;X
581272;CNYTN;SGSIN;CMAU9180850;;;;;;X
220372;CNYTN;DEHAM;TGHU9529543;;;;;;X
902080;CNYTN;DEHAM;SELU4125250;X;SGSIN;;;;
290178;CNYTN;MAPTM;TEMU0951197;X;PLGDN;;;;
660974;CNYTN;NLRTM;SEKU5550929;;;;;;X
701186;CNYTN;FRLEH;SEKU5613117;X;DEHAM;;;;
500882;CNYTN;NLRTM;TLLU7040871;X;SGSIN;;;;
660982;CNYTN;FRLEH;ECMU4925388;X;NLRTM;;;;
141374;CNYTN;MAPTM;SEGU4349406;;;;;;X
141282;CNYTN;MAPTM;ECMU4904087;X;DEHAM;;;;
130384;CNYTN;FRLEH;TCKU2286810;X;PLGDN;;;;
141774;CNYTN;MAPTM;TRHU7681775;;;;;;X
661476;CNYTN;NLRTM;TIIU4598071;;;;;;X
460176;CNYTN;DEHAM;ECMU4915902;;;;;;X
220072;CNYTN;DEHAM;APZU4882380;;;;;;X
130680;CNYTN;FRLEH;GESU1234501;X;NLRTM;;;;
141674;CNYTN;MAPTM;CMAU3889318;X;DEHAM;;;;X
130684;CNYTN;FRLEH;CMAU2264096;X;NLRTM;;;;
220772;CNYTN;DEHAM;VMBU2400033;;;;;;X
341584;CNYTN;FRLEH;ECMU4926018;X;DEHAM;;;;
540720;CNYTN;FRLEH;CMAU6774415;X;PLGDN;;;;
341476;CNYTN;DEHAM;ECMU4908966;;;;;;X
141072;CNYTN;MAPTM;CMAU9357251;;;;;;X
220276;CNYTN;DEHAM;CMAU9144261;;;;;;X
060582;CNYTN;FRLEH;TCKU4510554;X;DEHAM;;;;
661582;CNYTN;FRLEH;ECMU4914383;X;NLRTM;;;;
740484;CNYTN;PLGDN;CMAU4635262;X;SGSIN;;;;
661172;CNYTN;NLRTM;CAIU9679954;;;;;;X
300576;CNYTN;MAPTM;CMAU5828121;;;;;;X
661572;CNYTN;NLRTM;GCXU5836275;;;;;;X
141676;CNYTN;MAPTM;FFAU1218324;X;DEHAM;;;;X
220472;CNYTN;DEHAM;APZU4739169;;;;;;X
580078;CNYTN;MAPTM;ECMU8046807;X;SGSIN;;;;
581874;CNSHA;SGSIN;CMAU6726490;;;;;;X
901676;CNSHA;PLGDN;CGMU5601368;X;DEHAM;;;;
070084;CNNGB;FRLEH;SLEU2312730;X;DEHAM;;;;
581276;CNSHA;SGSIN;GCXU5855001;;;;;;X
180276;CNSHA;SGSIN;SEGU5736987;;;;;;X
820780;CNYTN;NLRTM;TLLU7040953;X;SGSIN;;;;
621784;CNNGB;FRLEH;CAIU9632601;X;DEHAM;;;;
740084;CNYTN;PLGDN;CMAU6143359;X;SGSIN;;;;
540072;CNYTN;FRLEH;TRLU9460771;;;;;;X
060578;CNYTN;FRLEH;TCLU4195418;X;DEHAM;;;;
581274;DEHAM;SGSIN;CMAU8575650;;;;;;X
580882;CNYTN;NLRTM;TLLU7040948;X;SGSIN;;;;
020572;CNYTN;FRLEH;CMAU4032736;X;SGSIN;;;;
901682;CNYTN;MAPTM;TEMU8004800;X;SGSIN;;;;
140976;CNYTN;MAPTM;ECMU4925006;;;;;;X
421774;CNYTN;FRLEH;CMAU6568179;X;SGSIN;;;;X
140072;CNYTN;PLGDN;GLDU7627591;;;;;;X
141680;CNYTN;MAPTM;ECMU4901154;X;DEHAM;;;;
341980;CNYTN;FRLEH;TCLU6540508;X;DEHAM;;;;
581480;CNYTN;NLRTM;TLLU7040866;X;SGSIN;;;;
341572;CNYTN;DEHAM;CMAU4509351;;;;;;X
660972;CNYTN;NLRTM;GCXU6018801;;;;;;X
140972;CNYTN;MAPTM;CMAU9271081;;;;;;X
341784;CNYTN;FRLEH;APHU6662612;X;DEHAM;;;;
020378;CNYTN;FRLEH;APHU7216739;X;SGSIN;;;;
902082;CNYTN;FRLEH;TCNU1868195;X;SGSIN;;;;
130884;CNYTN;FRLEH;CMAU2630786;X;MAPTM;;;;
150286;CNYTN;FRLEH;TCLU3945755;X;DEHAM;;;;
141074;CNYTN;MAPTM;APHU7050268;;;;;;X
820176;CNYTN;NLRTM;TRHU8918563;X;SGSIN;;;;X
220474;CNYTN;DEHAM;TRLU8740438;;;;;;X
740384;CNYTN;PLGDN;CMAU7619157;X;SGSIN;;;;
020874;CNYTN;FRLEH;CMAU4920824;X;SGSIN;;;;
191086;CNYTN;FRLEH;CMAU2814607;X;NLRTM;;;;
820376;CNYTN;NLRTM;CMAU8677604;X;SGSIN;;;;X
290372;CNYTN;MAPTM;APZU3694558;X;PLGDN;;;;
140974;CNYTN;MAPTM;TRHU5885255;;;;;;X
141572;CNYTN;MAPTM;BMOU5668041;;;;;;X
901272;CNYTN;PLGDN;TEMU9338890;X;DEHAM;;;;
901274;CNYTN;PLGDN;TTNU8250555;X;DEHAM;;;;
180472;CNYTN;SGSIN;CMAU7707010;;;;;;X
901072;CNYTN;PLGDN;SEGU4106010;;;;;;X
661774;CNYTN;NLRTM;TCNU2629662;;;;;;X
820576;CNYTN;NLRTM;TCNU5020520;X;SGSIN;;;;X
220574;CNYTN;DEHAM;CMAU8324757;;;;;;X
310178;CNYTN;MAPTM;TCKU2490525;X;PLGDN;;;;
620586;CNYTN;FRLEH;TGHU6341085;X;DEHAM;;;;
542084;CNYTN;FRLEH;CSNU6304823;X;MAPTM;;;;
180172;CNYTN;FRLEH;CSNU6738408;X;SGSIN;;;;X
661376;CNYTN;NLRTM;SEGU6694926;;;;;;X
661176;CNYTN;NLRTM;FFAU2314261;;;;;;X
220774;CNYTN;DEHAM;OOLU9287516;;;;;;X
300582;CNNGB;FRLEH;CSNU6614243;X;MAPTM;;;;
180176;CNYTN;FRLEH;OOCU7351380;X;SGSIN;;;;X
180074;CNYTN;FRLEH;CSNU6127081;;;;;;X
700786;CNYTN;FRLEH;OOCU8707686;X;DEHAM;;;;
010478;CNYTN;NLRTM;OOLU1718598;X;SGSIN;;;;
300784;CNNGB;FRLEH;OOCU6552179;X;MAPTM;;;;
780376;CNNGB;FRLEH;CCLU7622728;;;;;;X
581576;CNYTN;DEHAM;BMOU4843073;;;;;;X
581574;CNYTN;DEHAM;OOCU8043083;;;;;;X
300884;CNSHA;FRLEH;FCIU9948706;X;NLRTM;;;;
380686;CNYTN;FRLEH;FSCU8581338;X;MAPTM;;;;
310380;CNYTN;FRLEH;FCIU5960318;X;PLGDN;;;;
621586;CNYTN;FRLEH;CSNU8086588;X;DEHAM;;;;
620986;CNYTN;FRLEH;TRHU6433326;X;DEHAM;;;;
540772;CNYTN;FRLEH;OERU4017530;X;PLGDN;;;;X
271282;CNYTN;FRLEH;CSNU2014770;X;NLRTM;;;;
420780;CNYTN;FRLEH;DFSU7799926;X;NLRTM;X;MAPTM;12;
180274;CNYTN;FRLEH;TGBU4775990;;;X;SGSIN;12;X
020578;CNYTN;FRLEH;OOCU8957751;X;SGSIN;;;;
780772;CNYTN;FRLEH;OOCU8014172;;;;;;X
701086;CNYTN;FRLEH;CSNU6858168;X;DEHAM;;;;
860672;CNYTN;FRLEH;FBIU5290810;;;;;;X
460676;CNYTN;DEHAM;TRHU5877060;;;;;;X
780576;CNYTN;FRLEH;BMOU5013743;;;;;;X
020978;CNYTN;FRLEH;OOCU8332321;X;SGSIN;;;;
180174;CNYTN;FRLEH;CCLU7717567;X;SGSIN;;;;X
380886;CNYTN;FRLEH;UETU5265200;X;MAPTM;;;;
621884;CNYTN;FRLEH;CSNU6181821;X;DEHAM;;;;
540782;CNYTN;FRLEH;UETU5948211;X;PLGDN;;;;
180072;CNYTN;FRLEH;BMOU5681296;;;;;;X
150284;CNYTN;FRLEH;CSNU1206090;X;DEHAM;;;;
540286;CNYTN;FRLEH;OOLU9071949;X;NLRTM;;;;
070984;CNYTN;FRLEH;CSLU1315181;X;DEHAM;;;;
341676;CNYTN;DEHAM;TCKU6973368;;;;;;X
542078;CNYTN;FRLEH;OOCU7875880;X;MAPTM;;;;
780572;CNYTN;FRLEH;OERU4275330;;;;;;X
180076;CNYTN;FRLEH;FFAU2804931;;;;;;X
220476;CNYTN;DEHAM;TRHU4095092;;;;;;X
780776;CNYTN;FRLEH;FFAU2453400;;;;;;X
421076;CNYTN;FRLEH;FBIU5177954;X;SGSIN;;;;X
540886;CNYTN;FRLEH;OOLU9073900;X;NLRTM;;;;
341582;CNYTN;FRLEH;SEGU5375009;X;DEHAM;;;;
620786;CNYTN;FRLEH;CSNU8349447;X;DEHAM;;;;
541884;CNYTN;FRLEH;TEMU7494580;X;MAPTM;;;;
701786;CNYTN;FRLEH;OOCU4775595;X;DEHAM;;;;
070784;CNYTN;FRLEH;UETU2451411;X;DEHAM;;;;
540176;CNYTN;FRLEH;FSCU8758640;;;;;;X
540572;CNYTN;FRLEH;CSNU6711351;X;PLGDN;;;;X
661182;CNYTN;FRLEH;BMOU5068812;X;NLRTM;;;;
661576;CNYTN;NLRTM;FCIU7193067;;;;;;X
341772;CNYTN;DEHAM;UETU5329881;;;;;;X
700986;CNYTN;FRLEH;BSIU9465979;X;DEHAM;;;;
020774;CNYTN;FRLEH;FFAU3485382;X;SGSIN;;;;
180272;CNYTN;FRLEH;FFAU1346536;;;X;SGSIN;14;X
020872;CNSHA;FRLEH;FCIU7081730;X;SGSIN;;;;
580176;CNSHA;SGSIN;CSLU6167301;;;;;;X
180178;CNYTN;FRLEH;TCKU6711178;X;SGSIN;;;;
101174;CNNGB;SGSIN;TLLU4438840;;;;;;X
020780;CNYTN;FRLEH;TCNU5024079;X;SGSIN;;;;
100280;CNYTN;DEHAM;DFSU7739531;X;SGSIN;;;;
460674;CNYTN;DEHAM;FBIU5348698;;;;;;X
150686;CNYTN;FRLEH;BMOU1133308;X;DEHAM;;;;
541684;CNYTN;FRLEH;OOCU7984829;X;MAPTM;;;;
421476;CNYTN;FRLEH;EGSU9705600;X;SGSIN;;;;X
