Slot;LoadPort;DischPort;ContId;Overstow;OverstowPOD;PotentialRestow;PotentialRestowPOD;PotentialRestowImpact;NonReeferAtReefer
620874;CNSHA;PLGDN;CMAU4472714;;;;;;X
620876;CNSHA;DEHAM;CMAU8473133;;;;;;X
620972;CNSHA;DEHAM;APHU7278242;;;;;;X
620974;CNSHA;DEHAM;SEKU5527997;;;;;;X
620976;CNSHA;DEHAM;TCNU3457697;;;;;;X
621072;CNSHA;DEHAM;FFAU5059365;;;;;;X
621074;CNSHA;DEHAM;CMAU9207903;;;;;;X
621076;CNSHA;DEHAM;CMAU3325730;;;;;;X
621172;CNSHA;DEHAM;FFAU3996320;;;;;;X
621174;CNSHA;DEHAM;TIIU4347034;;;;;;X
621176;CNSHA;DEHAM;CMAU3815763;;;;;;X
621272;CNSHA;DEHAM;CMAU8683675;;;;;;X
621274;CNSHA;DEHAM;SEKU5889050;;;;;;X
621276;CNSHA;DEHAM;CMAU3666211;;;;;;X
621372;CNSHA;DEHAM;CMAU3523930;;;;;;X
621374;CNSHA;DEHAM;TCLU4257119;;;;;;X
621376;CNSHA;DEHAM;GAOU6065144;;;;;;X
621472;CNSHA;DEHAM;SEGU4449128;;;;;;X
621474;CNSHA;DEHAM;TCNU5000945;;;;;;X
621476;CNSHA;DEHAM;ECMU9601904;;;;;;X
621572;CNSHA;DEHAM;SEKU4341185;;;;;;X
621574;CNSHA;DEHAM;SEGU6256642;;;;;;X
621576;CNSHA;DEHAM;TIIU4313543;;;;;;X
621672;CNSHA;DEHAM;CMAU3467924;;;;;;X
621674;CNSHA;DEHAM;CMAU9401858;;;;;;X
621676;CNSHA;DEHAM;TCNU2658613;;;;;;X
621772;CNSHA;DEHAM;BEAU6114986;;;;;;X
621774;CNSHA;DEHAM;DFSU7580666;;;;;;X
621782;CNSHA;FRLEH;CSNU6280315;X;DEHAM;;;;
621872;CNSHA;DEHAM;CMAU3732859;;;;;;X
621874;CNSHA;DEHAM;FFAU5220382;;;;;;X
621882;CNSHA;FRLEH;EITU1051177;X;DEHAM;;;;
621982;CNSHA;FRLEH;CMAU6624800;X;DEHAM;;;;
622082;CNSHA;FRLEH;EGHU8288730;X;DEHAM;;;;
660072;CNSHA;SGSIN;CSNU7706961;;;;;;X
660074;CNSHA;SGSIN;CCLU7752871;;;;;;X
660076;CNSHA;SGSIN;CSNU6403030;;;;;;X
660172;CNSHA;SGSIN;CMAU9758573;;;;;;X
660174;CNSHA;SGSIN;OOCU6724370;;;;;;X
660176;CNSHA;SGSIN;GCXU5154547;;;;;;X
660272;CNSHA;SGSIN;CMAU5921487;;;;;;X
660274;CNSHA;SGSIN;FSCU8911300;;;;;;X
660276;CNSHA;SGSIN;CSNU7030455;;;;;;X
660372;CNSHA;SGSIN;CMAU4860875;;;;;;X
660374;CNSHA;SGSIN;CSNU6279042;;;;;;X
660376;CNSHA;SGSIN;FFAU3546934;;;;;;X
660472;CNSHA;SGSIN;GESU6717077;;;;;;X
660474;CNSHA;SGSIN;TRHU7502329;;;;;;X
660476;CNSHA;SGSIN;TEMU8208151;;;;;;X
660572;CNSHA;SGSIN;CMAU8283241;;;;;;X
660574;CNSHA;SGSIN;FSCU8695053;;;;;;X
660576;CNSHA;SGSIN;CBHU9102833;;;;;;X
660672;CNSHA;SGSIN;BMOU6401358;;;;;;X
660674;CNSHA;SGSIN;OOLU6917191;;;;;;X
660676;CNSHA;SGSIN;FCIU9591028;;;;;;X
660772;CNSHA;SGSIN;UETU7128612;;;;;;X
660774;CNSHA;SGSIN;CSNU7084873;;;;;;X
660776;CNSHA;SGSIN;CSNU6267993;;;;;;X
660872;CNSHA;SGSIN;OOCU7125269;;;;;;X
660874;CNSHA;SGSIN;UETU5952675;;;;;;X
660876;CNSHA;SGSIN;CBHU9110192;;;;;;X
700072;CNNGB;DEHAM;TCNU5177458;;;;;;X
700074;CNNGB;DEHAM;CMAU5845556;;;;;;X
700076;CNNGB;DEHAM;APHU6651650;;;;;;X
700084;CNSHA;FRLEH;EITU9255198;X;DEHAM;;;;
700172;CNNGB;DEHAM;TGHU9156270;;;;;;X
700174;CNNGB;DEHAM;FFAU5223503;;;;;;X
700176;CNNGB;DEHAM;TGBU6211789;;;;;;X
700184;CNSHA;FRLEH;CSNU7849200;X;DEHAM;;;;
700272;CNNGB;DEHAM;SEGU4022157;;;;;;X
700274;CNNGB;DEHAM;TCNU8218519;;;;;;X
700276;CNNGB;DEHAM;CAIU7056750;;;;;;X
700284;CNSHA;FRLEH;TXGU8120016;X;DEHAM;;;;
700372;CNNGB;DEHAM;AMFU8884278;;;;;;X
700374;CNNGB;DEHAM;CMAU7987077;;;;;;X
700376;CNNGB;DEHAM;TCNU3130132;;;;;;X
700384;CNSHA;FRLEH;EGHU8211764;X;DEHAM;;;;
700472;CNNGB;DEHAM;TCNU6419772;;;;;;X
700474;CNNGB;DEHAM;BMOU4834868;;;;;;X
700476;CNNGB;DEHAM;TCNU4933611;;;;;;X
700484;CNSHA;FRLEH;CSLU6231503;X;DEHAM;;;;
700572;CNNGB;DEHAM;TCNU5540835;;;;;;X
700574;CNNGB;DEHAM;CMAU6735403;;;;;;X
700576;CNNGB;DEHAM;TCNU4774280;;;;;;X
700584;CNSHA;FRLEH;CCLU7760563;X;DEHAM;;;;
700672;CNNGB;DEHAM;TCKU6321523;;;;;;X
700674;CNNGB;DEHAM;GCXU5834143;;;;;;X
700676;CNNGB;DEHAM;TLLU4663522;;;;;;X
700684;CNSHA;FRLEH;EGSU9225982;X;DEHAM;;;;
700772;CNSHA;DEHAM;TLLU8561508;;;;;;X
700774;CNSHA;DEHAM;FWRU0139230;;;;;;X
700776;CNSHA;DEHAM;SEKU5588009;;;;;;X
700784;CNSHA;FRLEH;TGBU8568841;X;DEHAM;;;;
700872;CNNGB;DEHAM;CMAU5636983;;;;;;X
700874;CNNGB;DEHAM;TLLU4243983;;;;;;X
700876;CNNGB;DEHAM;TGBU4482523;;;;;;X
700884;CNSHA;FRLEH;EITU1807433;X;DEHAM;;;;
700972;CNSHA;DEHAM;OOCU7631400;;;;;;X
700974;CNSHA;DEHAM;TXGU8120021;;;;;;X
700976;CNSHA;DEHAM;CMAU6119706;;;;;;X
700984;CNSHA;FRLEH;TGBU8801085;X;DEHAM;;;;
701072;CNSHA;DEHAM;FCIU8755940;;;;;;X
701074;CNSHA;DEHAM;CMAU7669749;;;;;;X
701076;CNSHA;DEHAM;CSNU7636226;;;;;;X
701084;CNSHA;FRLEH;BMOU6139280;X;DEHAM;;;;
701172;CNSHA;DEHAM;CAIU9301619;;;;;;X
701174;CNSHA;DEHAM;BHCU4967707;;;;;;X
701176;CNSHA;DEHAM;TGBU9214400;;;;;;X
701184;CNSHA;FRLEH;TGBU5273560;X;DEHAM;;;;
701272;CNSHA;DEHAM;APHU6723235;;;;;;X
701274;CNSHA;DEHAM;CMAU6903702;;;;;;X
701276;CNSHA;DEHAM;CSNU6855092;;;;;;X
701284;CNSHA;FRLEH;EGHU9455528;X;DEHAM;;;;
701372;CNSHA;DEHAM;CMAU4966039;;;;;;X
701374;CNSHA;DEHAM;CSNU6109690;;;;;;X
701376;CNSHA;DEHAM;CMAU8950832;;;;;;X
701384;CNSHA;FRLEH;EGHU9684951;X;DEHAM;;;;
701472;CNSHA;DEHAM;CMAU5875695;;;;;;X
701474;CNSHA;DEHAM;CAIU4972580;;;;;;X
701476;CNSHA;DEHAM;FFAU3036210;;;;;;X
701484;CNSHA;FRLEH;OOLU9901500;X;DEHAM;;;;
701572;CNSHA;DEHAM;CMAU6776070;;;;;;X
701574;CNSHA;DEHAM;ECMU4766671;;;;;;X
701576;CNSHA;DEHAM;FCIU8608682;;;;;;X
701584;CNSHA;FRLEH;CCLU7629609;X;DEHAM;;;;
701672;CNSHA;DEHAM;ECMU4766732;;;;;;X
701674;CNSHA;DEHAM;CMAU6450885;;;;;;X
701676;CNSHA;DEHAM;TXGU5607654;;;;;;X
701684;CNSHA;FRLEH;MAGU5366867;X;DEHAM;;;;
701772;CNSHA;DEHAM;SEKU6489309;;;;;;X
701774;CNSHA;DEHAM;CMAU6173862;;;;;;X
701784;CNSHA;FRLEH;OCGU8018369;X;DEHAM;;;;
701872;CNSHA;DEHAM;OOCU6404994;;;;;;X
701874;CNSHA;DEHAM;TCNU3963709;;;;;;X
701884;CNSHA;FRLEH;CMAU9673080;X;DEHAM;;;;
701984;CNSHA;FRLEH;OOCU8717468;X;DEHAM;;;;
702084;CNSHA;FRLEH;CBHU8956334;X;DEHAM;;;;
740070;CNSHA;SGSIN;TRHU8026084;;;;;;X
740072;CNSHA;SGSIN;TRHU5616019;;;;;;X
740074;CNSHA;SGSIN;CBHU9083780;;;;;;X
740170;CNSHA;SGSIN;BEAU5809248;;;;;;X
740172;CNSHA;SGSIN;BEAU5796752;;;;;;X
740174;CNSHA;SGSIN;TCKU7779059;;;;;;X
740270;CNSHA;SGSIN;UETU7125341;;;;;;X
740272;CNSHA;SGSIN;TRHU4517644;;;;;;X
740274;CNSHA;SGSIN;UETU6857939;;;;;;X
740370;CNSHA;SGSIN;TRHU4140822;;;;;;X
740372;CNSHA;SGSIN;UETU6846301;;;;;;X
740374;CNSHA;SGSIN;TGBU8950453;;;;;;X
740470;CNSHA;SGSIN;CMAU9651435;;;;;;X
740472;CNSHA;SGSIN;DFSU7578695;;;;;;X
740474;CNSHA;SGSIN;OOCU7463395;;;;;;X
740570;CNSHA;SGSIN;FSCU8452916;;;;;;X
740572;CNSHA;SGSIN;GAOU6786095;;;;;;X
740574;CNSHA;SGSIN;TRHU4465643;;;;;;X
740670;CNSHA;SGSIN;APZU4345674;;;;;;X
740672;CNSHA;SGSIN;BSIU9159140;;;;;;X
740674;CNSHA;SGSIN;UETU7125866;;;;;;X
740770;CNSHA;SGSIN;CMAU9749870;;;;;;X
740772;CNSHA;SGSIN;TCLU6291112;;;;;;X
740774;CNSHA;SGSIN;CMAU3634174;;;;;;X
740782;CNSHA;PLGDN;CMAU9762423;X;SGSIN;X;DEHAM;6;
740870;CNSHA;SGSIN;APZU4839126;;;;;;X
740872;CNSHA;SGSIN;TCLU4194751;;;;;;X
740874;CNSHA;SGSIN;CMAU9679324;;;;;;X
740882;CNNGB;NLRTM;TCLU8358956;X;SGSIN;;;;
740970;CNSHA;SGSIN;FFAU3284618;;;;;;X
740972;CNSHA;SGSIN;CMAU9744121;;;;;;X
740974;CNSHA;SGSIN;UETU6851946;;;;;;X
741070;CNSHA;SGSIN;TCKU4608670;;;;;;X
741072;CNSHA;SGSIN;TCNU7070279;;;;;;X
741074;CNSHA;SGSIN;TRHU7079407;;;;;;X
741082;CNSHA;NLRTM;CMAU8580682;X;SGSIN;;;;
741174;CNSHA;SGSIN;SEGU4116765;;;;;;X
741270;CNSHA;SGSIN;TCLU4083547;;;;;;X
741272;CNSHA;SGSIN;TXGU8119709;;;;;;X
741274;CNSHA;SGSIN;ECMU4354951;;;;;;X
741374;CNSHA;SGSIN;MAGU5244302;;;;;;X
741470;CNSHA;SGSIN;TRHU4693509;;;;;;X
741472;CNSHA;SGSIN;CMAU9681492;;;;;;X
741474;CNSHA;SGSIN;DFSU7293727;;;;;;X
741574;CNSHA;SGSIN;TRLU9461989;;;;;;X
741670;CNSHA;SGSIN;CMAU6872047;;;;;;X
741672;CNSHA;SGSIN;TLLU8789289;;;;;;X
741674;CNSHA;SGSIN;TCLU1887536;;;;;;X
741680;CNSHA;PLGDN;CMAU9764160;X;SGSIN;X;SGSIN;8;
741782;CNSHA;PLGDN;CMAU9760457;X;SGSIN;X;DEHAM;6;
741870;CNSHA;SGSIN;CMAU9003290;;;;;;X
741872;CNSHA;SGSIN;CMAU7483184;;;;;;X
780272;CNSHA;FRLEH;CMAU7696620;;;;;;X
780274;CNSHA;FRLEH;TCNU2087704;;;;;;X
780276;CNSHA;FRLEH;FFAU2293678;;;;;;X
780472;CNSHA;FRLEH;GCXU5647380;;;;;;X
780474;CNSHA;FRLEH;FFAU3245864;;;;;;X
780476;CNSHA;FRLEH;CAAU5498554;;;;;;X
780672;CNSHA;FRLEH;BMOU6985689;;;;;;X
780674;CNSHA;FRLEH;EITU1559105;;;;;;X
780676;CNSHA;FRLEH;SEGU6367728;;;;;;X
780872;CNSHA;FRLEH;OOCU7574104;X;DEHAM;;;;X
780874;CNSHA;FRLEH;BMOU5361559;X;DEHAM;;;;X
780876;CNSHA;FRLEH;TGHU9732205;X;DEHAM;;;;X
780878;CNSHA;FRLEH;TEMU6228499;X;DEHAM;;;;
780880;CNSHA;FRLEH;OOCU8361443;X;DEHAM;;;;
780882;CNSHA;FRLEH;TGBU5210767;X;DEHAM;;;;
780884;CNSHA;FRLEH;CSLU6190220;X;DEHAM;;;;
780972;CNNGB;FRLEH;FFAU2296511;;;;;;X
780974;CNNGB;FRLEH;TCKU6331584;;;;;;X
780976;CNNGB;FRLEH;GCXU5377540;;;;;;X
781072;CNNGB;FRLEH;CSNU8653212;;;;;;X
781074;CNNGB;FRLEH;TRHU4926637;;;;;;X
781076;CNNGB;FRLEH;EITU1298357;;;;;;X
781172;CNNGB;FRLEH;FFAU3489454;;;;;;X
781174;CNNGB;FRLEH;TRHU6064634;;;;;;X
781176;CNNGB;FRLEH;CSNU6710571;;;;;;X
781272;CNNGB;FRLEH;DFSU7053372;;;;;;X
781274;CNNGB;FRLEH;CBHU8916080;;;;;;X
781276;CNNGB;FRLEH;TIIU4953113;;;;;;X
781372;CNNGB;FRLEH;CBHU9518097;;;;;;X
781374;CNNGB;FRLEH;TCLU9821453;;;;;;X
781376;CNNGB;FRLEH;TCNU4507977;;;;;;X
781472;CNNGB;FRLEH;TGCU5163680;;;;;;X
781474;CNNGB;FRLEH;TRHU5883801;;;;;;X
781476;CNNGB;FRLEH;OOCU7139405;;;;;;X
781572;CNNGB;FRLEH;CBHU9197551;;;;;;X
781574;CNNGB;FRLEH;CSNU7979204;;;;;;X
781576;CNNGB;FRLEH;CMAU9201910;;;;;;X
781672;CNNGB;FRLEH;TIIU5713755;;;;;;X
781674;CNNGB;FRLEH;TEMU7987355;;;;;;X
781676;CNNGB;FRLEH;OOCU8231809;;;;;;X
781772;CNNGB;FRLEH;CBHU9196811;;;;;;X
781774;CNNGB;FRLEH;CSNU6874620;;;;;;X
781872;CNNGB;FRLEH;TGBU8755293;;;;;;X
781874;CNNGB;FRLEH;EITU1262740;;;;;;X
820272;CNSHA;SGSIN;APHU7207613;;;;;;X
820274;CNSHA;SGSIN;CMAU4840668;;;;;;X
820276;CNSHA;SGSIN;CMAU9746037;;;;;;X
820472;CNSHA;SGSIN;CMAU6730084;;;;;;X
820474;CNSHA;SGSIN;TCNU6409141;;;;;;X
820476;CNSHA;SGSIN;APZU4583374;;;;;;X
820672;CNSHA;PLGDN;BMOU5351329;;;X;SGSIN;16;X
820674;CNSHA;PLGDN;CMAU9762260;;;X;SGSIN;14;X
820676;CNSHA;SGSIN;TCLU4361463;;;;;;X
820872;CNSHA;PLGDN;CMAU9651374;;;X;SGSIN;16;X
820874;CNSHA;NLRTM;OOCU9083590;X;PLGDN;X;SGSIN;14;X
820876;CNSHA;NLRTM;FFAU3145675;X;PLGDN;X;SGSIN;12;X
820972;CNSHA;MAPTM;CMAU6603330;;;;;;X
820974;CNNGB;MAPTM;TCNU7573139;;;;;;X
820976;CNSHA;MAPTM;TCLU1723722;;;;;;X
821072;CNNGB;MAPTM;TCNU6394530;;;;;;X
821074;CNNGB;MAPTM;TCKU6388609;;;;;;X
821076;CNNGB;MAPTM;SEGU4127380;;;;;;X
821082;CNNGB;NLRTM;CAAU6066690;X;MAPTM;;;;
821172;CNSHA;MAPTM;CAAU6036437;;;;;;X
821174;CNSHA;MAPTM;ECMU4766310;;;;;;X
821176;CNSHA;MAPTM;ECMU4781362;;;;;;X
821272;CNNGB;MAPTM;CMAU4175980;;;;;;X
821274;CNNGB;MAPTM;TXGU7503221;;;;;;X
821276;CNNGB;MAPTM;CMAU3906077;;;;;;X
821282;CNNGB;NLRTM;CMAU5564420;X;MAPTM;;;;
821372;CNNGB;MAPTM;APHU7344600;;;;;;X
821374;CNSHA;MAPTM;BEAU5950472;;;;;;X
821376;CNSHA;MAPTM;SEKU5935962;;;;;;X
821472;CNNGB;MAPTM;CAIU8829900;;;;;;X
821474;CNNGB;MAPTM;CMAU6201645;;;;;;X
821476;CNNGB;MAPTM;TCNU2170866;;;;;;X
821482;CNNGB;NLRTM;TCNU6505612;X;MAPTM;;;;
821572;CNSHA;MAPTM;BEAU4673943;;;;;;X
821574;CNSHA;MAPTM;CMAU6387859;;;;;;X
821576;CNNGB;MAPTM;TCNU4054680;;;;;;X
821672;CNNGB;MAPTM;TGHU9491073;;;;;;X
821674;CNNGB;MAPTM;TCNU5117968;;;;;;X
821676;CNNGB;MAPTM;SEGU6283838;;;;;;X
821682;CNNGB;NLRTM;TCLU8754514;X;MAPTM;;;;
821774;CNSHA;MAPTM;CMAU5957643;;;;;;X
821872;CNNGB;MAPTM;SEGU6062420;;;;;;X
821874;CNNGB;MAPTM;FSCU8072095;;;;;;X
821882;CNNGB;NLRTM;TCLU9594555;X;MAPTM;;;;
822076;CNNGB;NLRTM;CMAU7606118;X;MAPTM;;;;
822078;CNNGB;NLRTM;TLLU4259531;X;MAPTM;;;;
822080;CNNGB;NLRTM;TCNU4518457;X;MAPTM;;;;
822082;CNNGB;NLRTM;BEAU5610019;X;MAPTM;;;;
820420;CNSHA;DEHAM;SEGU7700807;;;X;SGSIN;74;
860072;CNSHA;FRLEH;TLLU8208208;;;;;;X
860074;CNSHA;FRLEH;CMAU9827490;;;;;;X
860172;CNSHA;FRLEH;TLLU7554103;;;;;;X
860174;CNSHA;FRLEH;SEGU4183906;;;;;;X
860176;CNSHA;FRLEH;OOLU8984476;;;;;;X
860372;CNSHA;FRLEH;TCLU4166699;;;;;;X
860374;CNSHA;FRLEH;CMAU4876167;;;;;;X
860376;CNSHA;FRLEH;APZU4815356;;;;;;X
860572;CNSHA;FRLEH;GAOU6928435;;;;;;X
860574;CNSHA;FRLEH;CMAU7417731;;;;;;X
860576;CNSHA;FRLEH;CAIU9574260;;;;;;X
860772;CNSHA;FRLEH;EGSU9371333;;;;;;X
860774;CNSHA;FRLEH;OOLU9443199;;;;;;X
860776;CNSHA;FRLEH;EMCU8298434;;;;;;X
860972;CNSHA;FRLEH;UETU5113531;;;;;;X
860974;CNSHA;FRLEH;TXGU5642634;;;;;;X
860976;CNSHA;FRLEH;EMCU8423264;;;;;;X
861072;CNSHA;FRLEH;EISU9453970;;;;;;X
861074;CNSHA;FRLEH;CAIU7041030;;;;;;X
861076;CNSHA;FRLEH;FSCU8725693;;;;;;X
861172;CNSHA;FRLEH;TLLU4168067;;;;;;X
861174;CNSHA;FRLEH;CSLU6012172;;;;;;X
861176;CNSHA;FRLEH;TCNU5422370;;;;;;X
861272;CNSHA;FRLEH;TEMU6194845;;;;;;X
861274;CNSHA;FRLEH;CMAU6177596;;;;;;X
861276;CNSHA;FRLEH;TXGU8116931;;;;;;X
861372;CNSHA;FRLEH;FCIU9667020;;;;;;X
861374;CNSHA;FRLEH;EISU8253200;;;;;;X
861376;CNSHA;FRLEH;GESU6721668;;;;;;X
861472;CNSHA;FRLEH;OOCU8547084;;;;;;X
861474;CNSHA;FRLEH;OOLU9169051;;;;;;X
861476;CNSHA;FRLEH;TEMU6138121;;;;;;X
861572;CNSHA;FRLEH;CAAU5880926;;;;;;X
861576;CNSHA;FRLEH;EMCU9913266;;;;;;X
861672;CNSHA;FRLEH;TRHU6064790;;;;;;X
861674;CNSHA;FRLEH;CMAU9826960;;;;;;X
861676;CNSHA;FRLEH;TRHU4728647;;;;;;X
861772;CNSHA;FRLEH;TGBU5022219;;;;;;X
861872;CNSHA;FRLEH;EMCU8779893;;;;;;X
861874;CNSHA;FRLEH;TCLU8890697;;;;;;X
900072;CNNGB;SGSIN;FFAU3338484;;;;;;X
900074;CNNGB;SGSIN;TRHU4692462;;;;;;X
900080;CNNGB;FRLEH;EGHU8008042;X;SGSIN;X;MAPTM;8;
900082;CNNGB;MAPTM;ECMU8127787;X;SGSIN;;;;
900172;CNNGB;SGSIN;BEAU5802454;;;;;;X
900174;CNNGB;SGSIN;FFAU2449101;;;;;;X
900176;CNNGB;SGSIN;OOCU7639463;;;;;;X
900272;CNNGB;PLGDN;CMAU6347780;;;;;;X
900274;CNNGB;PLGDN;TCKU6653913;;;;;;X
900276;CNNGB;PLGDN;CMAU9238801;;;;;;X
900280;CNNGB;FRLEH;EMCU8050582;X;PLGDN;X;MAPTM;8;
900282;CNNGB;MAPTM;ECMU8046704;X;PLGDN;;;;
900372;CNNGB;SGSIN;OOCU8158462;;;;;;X
900374;CNNGB;SGSIN;OOCU8534847;;;;;;X
900376;CNNGB;SGSIN;OOCU7819341;;;;;;X
900472;CNNGB;PLGDN;TCNU3613779;;;;;;X
900474;CNNGB;PLGDN;TCNU4204456;;;;;;X
900476;CNNGB;PLGDN;CMAU3347770;;;;;;X
900482;CNNGB;MAPTM;ECMU8163594;X;PLGDN;;;;
900572;CNNGB;SGSIN;TCNU4338877;;;;;;X
900574;CNNGB;SGSIN;TIIU4938103;;;;;;X
900576;CNNGB;SGSIN;CSLU6193506;;;;;;X
900672;CNNGB;PLGDN;TGHU6755320;;;;;;X
900674;CNNGB;PLGDN;CMAU6844913;;;;;;X
900676;CNNGB;PLGDN;GCXU6024960;;;;;;X
900772;CNNGB;SGSIN;OOLU9581829;;;;;;X
900774;CNNGB;SGSIN;TLLU7838624;;;;;;X
900776;CNNGB;SGSIN;CMAU4915670;;;;;;X
900872;CNNGB;PLGDN;SEGU5735656;;;;;;X
900874;CNNGB;PLGDN;SEKU5520797;;;;;;X
900876;CNNGB;PLGDN;CMAU5495632;;;;;;X
900972;CNSHA;MAPTM;ECMU4780535;;;;;;X
900974;CNSHA;MAPTM;TCNU4540722;;;;;;X
900976;CNSHA;MAPTM;TCLU6533160;;;;;;X
901172;CNNGB;MAPTM;BEAU4850191;X;DEHAM;;;;X
901174;CNSHA;MAPTM;TGBU5286274;X;DEHAM;;;;X
901176;CNSHA;MAPTM;CAIU9274405;X;DEHAM;;;;X
901178;CNSHA;MAPTM;GESU6346680;X;DEHAM;;;;
901180;CNSHA;MAPTM;CMAU3660018;X;DEHAM;;;;
901372;CNSHA;MAPTM;TCNU3384754;;;;;;X
901374;CNSHA;MAPTM;CMAU5786793;;;;;;X
901376;CNSHA;MAPTM;TEMU6565123;;;;;;X
901572;CNNGB;MAPTM;CMAU6640740;X;DEHAM;;;;X
901574;CNSHA;MAPTM;BEAU5208150;X;DEHAM;;;;X
901576;CNSHA;MAPTM;TWDU7003368;X;DEHAM;;;;X
901578;CNSHA;MAPTM;CMAU5598311;X;DEHAM;;;;
901580;CNSHA;MAPTM;TWDU7001806;X;DEHAM;;;;
901772;CNSHA;MAPTM;TCLU6533535;;;;;;X
901774;CNSHA;MAPTM;TCNU6341798;;;;;;X
901218;CNSHA;DEHAM;CAXU5722078;;;X;SGSIN;110;
901220;CNSHA;DEHAM;TTNU0705344;;;X;SGSIN;108;
901620;CNSHA;DEHAM;TCLU6044869;;;X;SGSIN;108;
